time,open,high,low,close,volume,returns,MSD_10,MSD_30,RSI,MACD,Stochastic,OBV,ADX,Lagged_Returns_1,Lagged_Returns_2,Lagged_Returns_3,Rolling_Mean_5,Rolling_Std_5
2018-04-10,1.7865533224285675,1.8311908692298484,1.8142680806280675,1.8515390148652533,0.20861203595185115,0.03344309470516693,0.038859211252164266,0.05242017850044199,51.06512016227584,-0.002777039055084085,0.37614124915911673,4.474234286428908,10.356627243023528,0.03887702192447873,0.04183652818103312,-0.03712391086251188,0.004154713595841675,0.037245084702118555
2018-04-11,1.8485992595854235,1.8632990586596931,1.8888432350254898,1.8705496258968306,-0.016565677691136996,0.010267464460078202,0.04003481510782618,0.050391675871160446,53.95661823868865,0.005043687078066794,0.5557341966035783,4.682846322380759,10.516026265882305,0.03344309470516693,0.03887702192447873,0.04183652818103312,0.01695874802452004,0.03309297814185454
2018-04-12,1.8667383723607869,1.8349482105461086,1.8083628082210308,1.8012966857103696,0.041889388237119525,-0.03702277620849426,0.02859325639899143,0.049635854226789886,54.86782852088197,0.00558910762816156,0.6127155283706596,4.666280644689622,10.946520888944267,0.010267464460078202,0.03344309470516693,0.03887702192447873,0.01746003968164902,0.032937437526166354
2018-04-13,1.7985895561393235,1.7770509966274022,1.8215231295852816,1.8062190760667585,-0.386493010234427,0.0027326927293198633,0.031531974984999135,0.048394806586838195,50.91486490158348,0.00634540720292609,0.40514067693343236,4.624391256452503,10.440276132281097,-0.03702277620849426,0.010267464460078202,0.03344309470516693,0.017480266612452545,0.03289554182495192
2018-04-16,1.8043533863670098,1.8600540820683769,1.848687382657647,1.8914273505118635,-0.5489205724598064,0.04717493884000801,0.030894261061167886,0.04745847340272345,51.18407360623614,0.013662878538286405,0.4198947717659751,4.237898246218076,9.970191715379581,0.0027326927293198633,-0.03702277620849426,0.010267464460078202,0.009659499522109894,0.030194818083004962
2018-04-17,1.8880984490869184,1.8928454244648147,1.8704525295292926,1.8744535906622428,-0.5039007434586089,-0.008974048009312785,0.03310586965410668,0.04812481570788145,55.71215342943203,0.01788620568153898,0.9379272529985998,3.688977673758269,10.324676320076279,0.04717493884000801,0.0027326927293198633,-0.03702277620849426,0.011319082905215749,0.03235305875461244
2018-04-18,1.872163153751552,1.8644945763512302,1.879732243311778,1.8815825697990858,-0.21298727019199895,0.0038032305373452147,0.030963443236900045,0.046753549119228174,54.62516169791894,0.021559942312592728,0.918876969651589,4.192878417216878,10.937695840058463,-0.008974048009312785,0.04717493884000801,0.0027326927293198633,0.002835654362319806,0.030616082816451742
2018-04-19,1.8784355572346216,1.869789011842318,1.8588107067839927,1.8338863046216434,0.046839212368141245,-0.02534901520826449,0.03101902660583444,0.04674330483449791,55.02208771109642,0.020387698379034536,0.9503215986689754,3.9798911470248792,11.506928251470493,0.0038032305373452147,-0.008974048009312785,0.04717493884000801,0.0015428075777732086,0.030359204725993304
2018-04-20,1.8309687200654399,1.789006173542768,1.7246766621099006,1.7354384974938366,-0.16087007431510358,-0.05368261210070924,0.029224013257901724,0.0440235396830893,51.759753970335474,0.011383548878113547,0.7399420569098257,3.933051934656738,11.751717238328935,-0.02534901520826449,0.0038032305373452147,-0.008974048009312785,0.0038775597778191616,0.02690416225782286
2018-04-23,1.703655881800964,1.6807264283378718,1.636772464279454,1.6013457946818193,-0.10461493022285671,-0.07726733215015225,0.03324255122724508,0.045174817162670564,45.73246160286731,-0.006497565044969678,0.30570670381269416,4.093922008971842,11.38449012120096,-0.05368261210070924,-0.02534901520826449,0.0038032305373452147,-0.007405501188186658,0.037318430866982506
2018-04-24,1.599906937702616,1.6047256608044658,1.6099456553446356,1.6412341303284295,0.04429882643846343,0.02490925806223876,0.038466812210855725,0.047004693645111124,39.060524981258574,-0.017250962966801398,-0.138345999405759,4.198536939194699,11.822881575840345,-0.07726733215015225,-0.05368261210070924,-0.02534901520826449,-0.03229395538621871,0.03307240677416832
2018-04-25,1.6385585051118023,1.593966001580637,1.5735016884897886,1.520211222600624,0.012321391179323104,-0.07373896599602614,0.03746555834154832,0.046127623859644556,41.78143562767717,-0.03513364670758512,0.11059915347793065,4.242835765633163,12.447817437117681,0.02490925806223876,-0.07726733215015225,-0.05368261210070924,-0.0255172941719084,0.04145452394503778
2018-04-26,1.5178571191673171,1.5447789879859841,1.4660257306817412,1.42278184106379,1.0022076487466671,-0.06408937132444104,0.04130363880018796,0.047777147540982924,36.462033655496086,-0.05651605731988285,-0.16687493720976618,4.23051437445384,13.319299506044803,-0.07373896599602614,0.02490925806223876,-0.07726733215015225,-0.04102573347858267,0.04224034871329131
2018-04-27,1.421567249481269,1.4132720419169456,1.396849682485039,1.467253091869802,0.30210871398226147,0.03125654933349553,0.04339578619499847,0.04803167218990767,32.83746657915766,-0.06907703642681762,-0.10131652837914612,3.2283067257071725,14.882888140816886,-0.06408937132444104,-0.07373896599602614,0.02490925806223876,-0.04877380470181798,0.0421989250284831
2018-04-30,1.4583540482873831,1.423177759932536,1.411697224537014,1.379159278250261,0.24331318396033677,-0.060039957733043825,0.0460886893991032,0.048474880387517974,35.9664064059704,-0.08515848340700827,0.14194357617617143,3.530415439689434,16.74457935651691,0.03125654933349553,-0.06408937132444104,-0.07373896599602614,-0.03178597241497703,0.05491089610028956
2018-05-01,1.3776604250997766,1.3297565917510232,1.272164073662202,1.2343731067329793,-0.010280186731109411,-0.10498147226401,0.04102223528654857,0.0486023615382587,32.71502343236817,-0.10833733465603457,-0.035666443756485276,3.287102255729097,18.337671651069435,-0.060039957733043825,0.03125654933349553,-0.06408937132444104,-0.02834049753155534,0.05179576034599466
2018-05-02,1.233395144989163,1.24026355312742,1.1987699737461872,1.1634227905615602,1.3191797199517246,-0.05747882531174353,0.04635957275622787,0.049830241824812306,28.202450069176507,-0.13092264407956122,-0.06088626133257361,3.2973824424602065,20.555699255609575,-0.10498147226401,-0.060039957733043825,0.03125654933349553,-0.05431864359680509,0.05097839084230578
2018-05-03,1.162533938072319,1.2013238340316519,1.2153047364858902,1.2270743899976428,1.136507638925923,0.05471063482034699,0.04392440632361952,0.04639492696741051,26.288811456378937,-0.1420480706634395,-0.050927003898537965,1.978202722508482,22.932284841949897,-0.05747882531174353,-0.10498147226401,-0.060039957733043825,-0.051066615459948575,0.04993782314751704
2018-05-04,1.226105594995326,1.1784382096508081,1.1530462931088548,1.1814149760021573,0.5218128125808923,-0.03720998039538037,0.05420822887350385,0.04791794542283797,30.823733980367493,-0.1527881379562781,0.04078002790928563,3.1147103614344047,25.139114314980198,0.05471063482034699,-0.05747882531174353,-0.10498147226401,-0.027306614230990966,0.06740120721731276
2018-05-07,1.163212035746165,1.1487210556040373,1.1306062579621223,1.115047574990136,-0.34974907766393243,-0.05617619749209957,0.05392964393955673,0.04699149471475708,29.425235186266917,-0.164755810839589,0.03834646688663482,2.5928975488535126,27.45022634388631,-0.03720998039538037,0.05471063482034699,-0.05747882531174353,-0.040999920176766146,0.058954623087351464
2018-05-08,1.1142194788108326,1.0816012766363339,1.0302166270425155,1.0169392430593165,0.6066407509955978,-0.08798578117322708,0.05254821751056446,0.04377586528187124,27.474007198264445,-0.18008093931142666,-0.02104849293400582,2.942646626517445,29.68705054584447,-0.05617619749209957,-0.03720998039538037,0.05471063482034699,-0.040227168128577295,0.05866728425590841
2018-05-09,1.015895316103246,1.0102117916274265,1.004233428451561,0.9933457168683449,0.3734228468329077,-0.023200526827929058,0.05050564845188375,0.045507284220293785,24.8506272558853,-0.1919177065645803,-0.01581446010324055,2.336005875521847,32.135001651647954,-0.08798578117322708,-0.05617619749209957,-0.03720998039538037,-0.03682802991042071,0.05430790798909503
2018-05-10,0.9928399951925013,1.0949227594848858,1.038484008412367,1.1033356806938952,1.1605496418480286,0.11072677111077533,0.04989902170038826,0.043925907897207135,24.25092034124188,-0.19023030252253892,-0.013873712678376374,1.9625830286889394,34.495398110159215,-0.023200526827929058,-0.08798578117322708,-0.05617619749209957,-0.02997237021365782,0.05320161797533741
2018-05-11,1.1018441962631553,1.1314714431975799,1.1198080455606827,1.1488253570908835,0.18551285667374978,0.04122922623908942,0.06804658218250852,0.04981562781811265,32.43665617917934,-0.18311158952890016,0.14649412818608465,3.123132670536968,35.43191020131144,0.11072677111077533,-0.023200526827929058,-0.08798578117322708,-0.018769142955572148,0.07635300279562837
2018-05-14,1.1481243625031037,1.1796337273423452,1.1786920475622695,1.1225160293239698,0.04657731691147343,-0.022901068125389945,0.06899715497488977,0.05044220416434771,35.539217742839526,-0.17754625832122883,0.2407890074993458,3.308645527210718,35.80487848678977,0.04122922623908942,0.11072677111077533,-0.023200526827929058,-0.00308130162867819,0.07960578203982015
