time,open,high,low,close,volume
2018-01-02,1.2617057228722104,1.3249745209848793,1.3047274329352836,1.3460604465434953,0.37470613457058005
2018-01-03,1.3449422123367352,1.299185496496014,1.3052335991416006,1.2718851160006457,0.5794036235021449
2018-01-04,1.2708600414691231,1.338125215591782,1.3108014274110902,1.3628644687946223,0.818252279983193
2018-01-05,1.3617251297644102,1.3277071328512478,1.338303124620999,1.2983641813660567,0.9207319721773095
2018-01-08,1.2922201181952546,1.275616719148577,1.2286337799189107,1.1915992319119333,0.2736668673881366
2018-01-09,1.190674991536904,1.1446221378044825,1.160976230341159,1.139829264370585,0.584432016270167
2018-01-10,1.1389700439061907,1.217207140504927,1.17396782963664,1.1585004002051675,1.919182211177691
2018-01-11,1.1576177299369377,1.2867179548557044,1.1842598758317593,1.3010799829419952,2.0094051959997534
2018-01-12,1.3000182414444754,1.5594667767677184,1.355512775635789,1.5872575740066308,2.906397135087023
2018-01-15,1.5743087505149493,1.6926816052532376,1.6199002574022114,1.693513310665266,2.028680701610505
2018-01-16,1.691958696927129,1.6703083455973375,1.6327231346289188,1.6882514451118862,2.262134311684196
2018-01-18,1.5592210772718915,1.6385417326507914,1.5822752360659569,1.649890747851737,2.3354650395511842
2018-01-19,1.6483909213825614,1.6908029345951112,1.6661301042458607,1.6252787960697854,2.1358221329333085
2018-01-22,1.7041644550563475,1.6487890271496763,1.6644428835581364,1.6916461970818104,1.3447407165225036
2018-01-23,1.690093928324057,1.7092480646931056,1.6797965918164284,1.7541096333284192,1.8074576093632007
2018-01-24,1.751800816643988,1.8948948833645902,1.7948650427192367,1.9386144028938137,2.812062391595276
2018-01-29,1.968792072274525,1.9242704609280625,1.8718023060794735,1.8949918400802848,2.767566353507414
2018-01-30,1.8931841816407584,1.961673085848999,1.8684278647040213,1.9302972605675008,2.564335479133189
2018-02-01,1.9472624711299311,2.077809090169706,1.9538012315028797,2.1097099021780092,2.8117481170472747
2018-02-07,1.8855555828100001,1.8796947298579083,1.7180965014277734,1.6936830482637633,2.6794909114300274
2018-02-12,1.6607662039302422,1.6940479111864237,1.7000432400691232,1.741039838244211,1.5273866080026384
2018-02-13,1.7394255340963107,1.8199188452810757,1.7835606641114836,1.8420337093494628,1.5841655430082209
2018-02-15,2.0081217373575573,2.057656077655231,2.059421246554429,2.1069941006020705,2.2837668764049575
2018-02-16,2.104920180298993,2.1348523628801703,1.9672989970046737,1.9445552188411828,2.4470586936373406
2018-02-19,1.9262414432407247,1.9295648964191543,1.9262995342929707,1.9386144028938137,1.035782646291481
2018-02-20,1.9364129083484047,1.890454389081741,1.8427821102506103,1.8192888711509705,1.8754456699141657
2018-02-21,1.8175762910069955,1.8007905622164884,1.7776553917044469,1.726781879970529,2.922975117494096
2018-02-22,1.7246769096901742,1.7876398676095817,1.7413801469183734,1.8065585512637532,1.8738219180828253
2018-02-23,1.8048619596223934,1.761680054879071,1.7756307268791793,1.7459622286005998,1.0245997102917652
2018-02-26,1.7434941201393837,1.792592726617379,1.7724250075725005,1.7853413514517256,1.2859975655919125
2018-02-27,1.7836714073147244,1.7779049378356406,1.6772657607848438,1.6424222935179031,1.9808585912229617
2018-02-28,1.6409318469702618,1.5989188605884301,1.6204064236085283,1.575206204513399,1.6380636279904575
2018-03-01,1.572952555167261,1.6530587331908801,1.5643906967760768,1.697756750627673,2.466700852887427
2018-03-02,1.6961968073886642,1.7599721724625903,1.7277136593478057,1.7882268906261614,1.9641234715418883
2018-03-05,1.8102867410131547,1.8088176095739485,1.7570712993142086,1.8169125447720227,2.1316056160809564
2018-03-06,1.815202949148536,1.9037758719302929,1.8569547640274986,1.932334111749454,1.8362399200509938
2018-03-07,1.930479553702256,1.9459605676173732,1.9527888990902458,1.9448946940381775,1.8937783518809128
2018-03-08,1.9430243606683997,1.948351603000447,1.8061694213269897,1.7744781451479676,2.529398625213702
2018-03-09,1.7726523201147357,1.7570687723545724,1.7641576262026528,1.7659912652231535,1.9286890162547328
2018-03-12,1.7716351736039684,1.7765386319024583,1.793346544100286,1.815724381582549,0.6438822849337612
2018-03-13,1.813677229382385,1.8820857652409821,1.8341772847432154,1.9116261247329145,1.4567534033393283
2018-03-14,1.909797574649971,1.8907959655650355,1.8891806791630332,1.87241673948029,1.4068361292984426
2018-03-15,1.870298385148476,1.8414381637287334,1.8102187509775285,1.764463626836689,1.6026029831576352
2018-03-16,1.763158952680898,1.7604845371875342,1.7422237572622337,1.7381542990697751,0.8343850401139306
2018-03-19,1.7336617038686246,1.7990826798000075,1.738849315886785,1.8148756935900698,1.0222950302730884
2018-03-20,1.8131686561270015,1.792080361892435,1.7078044552326541,1.6610934293524897,0.8747693195321078
2018-03-21,1.6595795330010126,1.7837117380516763,1.7113476186768761,1.8223441479238998,1.7457288502265964
2018-03-22,1.8206277305392973,1.849806787569492,1.7844042744553439,1.7665004780186457,1.8873619131925514
2018-03-23,1.764854196865515,1.8238469748389812,1.8191610206224706,1.844240298129913,1.2221736428019656
2018-03-26,1.839614465406973,1.974482203972607,1.8915427881258478,1.9998896759509526,0.856986618024363
2018-03-27,1.9964245524837225,1.9997588637365247,1.9310237522186002,1.9301275229690036,1.210964517256583
2018-03-28,1.9277671630068756,1.9063376955550122,1.8097125847712117,1.7693860171930778,1.1742467742317553
2018-03-29,1.7687532584901253,1.759801384220941,1.78254833169885,1.7571649101013525,0.9749181421618806
2018-03-30,1.7551913050132146,1.7505788191719438,1.7871038275557058,1.7939979689750332,-0.6216489407764589
2018-04-02,1.787909517776256,1.7755139024525668,1.7778241137732205,1.7597109740787937,-0.3378852134768804
2018-04-03,1.7584122689639827,1.7601429607042394,1.7314255448607976,1.7059041553554923,0.7391598520695127
2018-04-04,1.70433397947481,1.7237650652331946,1.7371620951990607,1.7191436880381978,-0.28283478848530547
2018-04-05,1.7170483108594121,1.6820927342710579,1.6718666545841239,1.655322351003618,-0.30486019639106876
2018-04-06,1.6526290318440966,1.6829466754792965,1.6661301042458607,1.724575291190075,0.5605471506220622
2018-04-09,1.7204387992286387,1.751432760380186,1.7425612013997807,1.7916216425960856,-0.015413337681798605
2018-04-10,1.7865533224285675,1.8311908692298484,1.8142680806280675,1.8515390148652533,0.20861203595185115
2018-04-11,1.8485992595854235,1.8632990586596931,1.8888432350254898,1.8705496258968306,-0.016565677691136996
2018-04-12,1.8667383723607869,1.8349482105461086,1.8083628082210308,1.8012966857103696,0.041889388237119525
2018-04-13,1.7985895561393235,1.7770509966274022,1.8215231295852816,1.8062190760667585,-0.386493010234427
2018-04-16,1.8043533863670098,1.8600540820683769,1.848687382657647,1.8914273505118635,-0.5489205724598064
2018-04-17,1.8880984490869184,1.8928454244648147,1.8704525295292926,1.8744535906622428,-0.5039007434586089
2018-04-18,1.872163153751552,1.8644945763512302,1.879732243311778,1.8815825697990858,-0.21298727019199895
2018-04-19,1.8784355572346216,1.869789011842318,1.8588107067839927,1.8338863046216434,0.046839212368141245
2018-04-20,1.8309687200654399,1.789006173542768,1.7246766621099006,1.7354384974938366,-0.16087007431510358
2018-04-23,1.703655881800964,1.6807264283378718,1.636772464279454,1.6013457946818193,-0.10461493022285671
2018-04-24,1.599906937702616,1.6047256608044658,1.6099456553446356,1.6412341303284295,0.04429882643846343
2018-04-25,1.6385585051118023,1.593966001580637,1.5735016884897886,1.520211222600624,0.012321391179323104
2018-04-26,1.5178571191673171,1.5447789879859841,1.4660257306817412,1.42278184106379,1.0022076487466671
2018-04-27,1.421567249481269,1.4132720419169456,1.396849682485039,1.467253091869802,0.30210871398226147
2018-04-30,1.4583540482873831,1.423177759932536,1.411697224537014,1.379159278250261,0.24331318396033677
2018-05-01,1.3776604250997766,1.3297565917510232,1.272164073662202,1.2343731067329793,-0.010280186731109411
2018-05-02,1.233395144989163,1.24026355312742,1.1987699737461872,1.1634227905615602,1.3191797199517246
2018-05-03,1.162533938072319,1.2013238340316519,1.2153047364858902,1.2270743899976428,1.136507638925923
2018-05-04,1.226105594995326,1.1784382096508081,1.1530462931088548,1.1814149760021573,0.5218128125808923
2018-05-07,1.163212035746165,1.1487210556040373,1.1306062579621223,1.115047574990136,-0.34974907766393243
2018-05-08,1.1142194788108326,1.0816012766363339,1.0302166270425155,1.0169392430593165,0.6066407509955978
2018-05-09,1.015895316103246,1.0102117916274265,1.004233428451561,0.9933457168683449,0.3734228468329077
2018-05-10,0.9928399951925013,1.0949227594848858,1.038484008412367,1.1033356806938952,1.1605496418480286
2018-05-11,1.1018441962631553,1.1314714431975799,1.1198080455606827,1.1488253570908835,0.18551285667374978
2018-05-14,1.1481243625031037,1.1796337273423452,1.1786920475622695,1.1225160293239698,0.04657731691147343
2018-05-15,1.1215090288046696,1.0812597001530393,1.0000153767322486,0.9717890418593228,0.829539974165576
2018-05-16,0.9711408696294487,0.9374560006853366,0.9038437975319543,0.9200190743179745,1.349716730199192
2018-05-17,0.9187578243248893,0.9085927878468081,0.9261151106099169,0.8965952857254966,0.97630618808222
2018-05-18,0.8972282231802993,0.8824621868746482,0.8814037623852182,0.8582345884653474,0.23404208479429608
2018-05-21,0.8562033139126498,0.83737409107955,0.8253880355527667,0.8932005337555725,-0.011825369925449525
2018-05-22,0.8926510638818428,0.8954420932399054,0.8927081409929749,0.8709649083525647,0.5542616596620347
2018-05-23,0.8707824139003277,0.8269560083390158,0.7565494314936114,0.7302524391991964,1.6324328756720994
2018-05-24,0.7293990489035572,0.7598362293713123,0.7816890197407056,0.7711592004367868,0.9221200180976489
2018-05-25,0.7724582511927413,0.731143804774433,0.7049204784492422,0.6523428814894279,0.7559473508419197
2018-05-28,0.7082084965958846,0.7224336044503759,0.6409748143844863,0.6092295314713873,0.33188622740539214
2018-05-29,0.6076805164483049,0.5707736458668623,0.47647079733135367,0.4654617855450857,2.1797943801078348
2018-05-30,0.4583295037838475,0.6332821423100672,0.4913183393833287,0.6744087692939383,1.710530100850442
2018-05-31,0.6741340884851548,0.7156020747844526,0.6976654294920283,0.7226142472668653,1.307368234856006
2018-06-01,0.7177018640297225,0.7045008390773292,0.6566659667803215,0.6699955917330378,1.0514701841458831
2018-06-04,0.6626064280297824,0.7499305113557221,0.722130129464032,0.7348353543585943,0.3056181131016102
2018-06-05,0.732450488435859,0.7287527693913591,0.7174059115384026,0.7669157604743798,0.5841701208134992
2018-06-06,0.7582182000419883,0.8372033028379007,0.8154334334951947,0.8633267164202373,0.5735895443641195
2018-06-07,0.8616280953034148,0.9126917056463628,0.9193662278590198,0.9047426904533159,0.8819452550448059
2018-06-08,0.9045177731741363,0.862309174360173,0.84276640863633,0.8561977372833944,0.32625547508703406
2018-06-11,0.8623061929772571,0.8795587867666304,0.9171728409649786,0.8791123130803841,-0.10684104160453314
2018-06-12,0.8773938662203187,0.8600889272187483,0.8528897327626755,0.8156304512427949,0.48255468362638665
2018-06-13,0.81636507557423,0.8460842914036033,0.8393919672608815,0.893370271354066,0.5984696127475619
2018-06-14,0.8921424906264553,0.9333570828857819,0.5658934937807472,0.5109514619420741,1.5678756456034826
2018-06-15,0.5144420862945586,0.5492543274192048,0.5324865241638053,0.5807136149240232,0.9766466521758882
2018-06-18,0.5473298234760585,0.544472256653057,0.5699428234312861,0.6065137298954487,-0.05907131030832352
2018-06-19,0.6066633699375339,0.5788006932243264,0.5113962655672464,0.5479542584142522,1.3117680785280255
2018-06-20,0.5469907746391374,0.5029707139325695,0.5205072572809581,0.5185896538744051,0.704825357700362
2018-06-21,0.5169849525714767,0.5603555631263282,0.47309635595590144,0.573075422991692,1.5380457530890184
